"Gene > Primary DBID","Gene > Systematic Name","Gene > Organism . Short Name","Gene > Standard Name","Gene > Name"
"SGD:S000005130","YNL186W","S. cerevisiae","UBP10","UBiquitin-specific Protease"
"SGD:S000005133","YNL189W","S. cerevisiae","SRP1","Suppressor of Rna Polymerase I"
"SGD:S000005136","YNL192W","S. cerevisiae","CHS1","CHitin Synthase"
"SGD:S000005145","YNL201C","S. cerevisiae","PSY2","Platinum SensitivitY"
"SGD:S000005151","YNL207W","S. cerevisiae","RIO2","RIght Open reading frame"
"SGD:S000005153","YNL209W","S. cerevisiae","SSB2","Stress-Seventy subfamily B"
"SGD:S000005156","YNL212W","S. cerevisiae","VID27","Vacuolar Import and Degradation"
"SGD:S000005158","YNL214W","S. cerevisiae","PEX17","PEroXisome related"
"SGD:S000005159","YNL215W","S. cerevisiae","IES2","Ino Eighty Subunit"
"SGD:S000005162","YNL218W","S. cerevisiae","MGS1","Maintenance of Genome Stability"
"SGD:S000005165","YNL221C","S. cerevisiae","POP1","Processing Of Precursor RNAs"
"SGD:S000005166","YNL222W","S. cerevisiae","SSU72","Suppressor of SUa7, gene 2"
"SGD:S000005168","YNL224C","S. cerevisiae","SQS1","SQuelch of Splicing suppression"
"SGD:S000005176","YNL232W","S. cerevisiae","CSL4","Cep1 Synthetic Lethal"
"SGD:S000005177","YNL233W","S. cerevisiae","BNI4","Bud Neck Involved"
"SGD:S000005180","YNL236W","S. cerevisiae","SIN4","Switch INdependent"
"SGD:S000005182","YNL238W","S. cerevisiae","KEX2","Killer EXpression defective"
"SGD:S000005184","YNL240C","S. cerevisiae","NAR1","Nuclear Architecture Related"
"SGD:S000005186","YNL242W","S. cerevisiae","ATG2","AuTophaGy related"
"SGD:S000005187","YNL243W","S. cerevisiae","SLA2","Synthetic Lethal with ABP1"
"SGD:S000005188","YNL244C","S. cerevisiae","SUI1","SUppressor of Initiator codon"
"SGD:S000005190","YNL246W","S. cerevisiae","VPS75","Vacuolar Protein Sorting"
"SGD:S000005192","YNL248C","S. cerevisiae","RPA49","RNA Polymerase A"
"SGD:S000005195","YNL251C","S. cerevisiae","NRD1","Nuclear pre-mRNA Down-regulation"
"SGD:S000005196","YNL252C","S. cerevisiae","MRPL17","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000005197","YNL253W","S. cerevisiae","TEX1","TrEX component"
"SGD:S000005202","YNL258C","S. cerevisiae","DSL1","Dependence on SLy1-20"
"SGD:S000005204","YNL260C","S. cerevisiae","LTO1","required for biogenesis of the Large ribosomal subunit and initiation of Translation in Oxygen"
"SGD:S000005205","YNL261W","S. cerevisiae","ORC5","Origin Recognition Complex"
"SGD:S000005206","YNL262W","S. cerevisiae","POL2","POLymerase"
"SGD:S000005217","YNL273W","S. cerevisiae","TOF1","TOpoisomerase I-interacting Factor"
"SGD:S000005226","YNL282W","S. cerevisiae","POP3","Processing Of Precursor RNAs"
"SGD:S000005228","YNL284C","S. cerevisiae","MRPL10","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000005230","YNL286W","S. cerevisiae","CUS2","Cold sensitive U2 snRNA Suppressor"
"SGD:S000005231","YNL287W","S. cerevisiae","SEC21","SECretory"
"SGD:S000005232","YNL288W","S. cerevisiae","CAF40","CCR4 Associated Factor"
"SGD:S000005234","YNL290W","S. cerevisiae","RFC3","Replication Factor C"
"SGD:S000005241","YNL297C","S. cerevisiae","MON2","MONensin sensitivity"
"SGD:S000005245","YNL301C","S. cerevisiae","RPL18B","Ribosomal Protein of the Large subunit"
"SGD:S000005246","YNL302C","S. cerevisiae","RPS19B","Ribosomal Protein of the Small subunit"
"SGD:S000005250","YNL306W","S. cerevisiae","MRPS18","Mitochondrial Ribosomal Protein, Small subunit"
"SGD:S000005252","YNL308C","S. cerevisiae","KRI1","KRR1-Interacting protein"
"SGD:S000005256","YNL312W","S. cerevisiae","RFA2","Replication Factor A"
"SGD:S000005261","YNL317W","S. cerevisiae","PFS2","Polyadenylation Factor Subunit"
"SGD:S000005269","YNL325C","S. cerevisiae","FIG4","Factor-Induced Gene"
"SGD:S000005274","YNL330C","S. cerevisiae","RPD3","Reduced Potassium Dependency"
"SGD:S000005286","YNR003C","S. cerevisiae","RPC34","RNA Polymerase C"
"SGD:S000005289","YNR006W","S. cerevisiae","VPS27","Vacuolar Protein Sorting"
"SGD:S000005293","YNR010W","S. cerevisiae","CSE2","Chromosome SEgregation"
"SGD:S000005306","YNR023W","S. cerevisiae","SNF12","Sucrose NonFermenting"
"SGD:S000005307","YNR024W","S. cerevisiae","MPP6","M-Phase Phosphoprotein 6 homolog"
"SGD:S000005318","YNR035C","S. cerevisiae","ARC35","ARp2/3 Complex subunit"
"SGD:S000005320","YNR037C","S. cerevisiae","RSM19","Ribosomal Small subunit of Mitochondria"
"SGD:S000005329","YNR046W","S. cerevisiae","TRM112","TRna Methyltransferase"
"SGD:S000005334","YNR051C","S. cerevisiae","BRE5","BREfeldin A sensitivity"
"SGD:S000005335","YNR052C","S. cerevisiae","POP2","PGK promoter directed OverProduction"
"SGD:S000005336","YNR053C","S. cerevisiae","NOG2","NucleOlar G-protein"
"SGD:S000005337","YNR054C","S. cerevisiae","ESF2","Eighteen S rRNA Factor"
"SGD:S000005361","YOL001W","S. cerevisiae","PHO80","PHOsphate metabolism"
"SGD:S000005364","YOL004W","S. cerevisiae","SIN3","Switch INdependent"
"SGD:S000005365","YOL005C","S. cerevisiae","RPB11","RNA Polymerase B"
"SGD:S000005370","YOL010W","S. cerevisiae","RCL1","Rna 3'-terminal phosphate Cyclase Like"
"SGD:S000005372","YOL012C","S. cerevisiae","HTZ1","Histone Two A Z"
"SGD:S000005377","YOL017W","S. cerevisiae","ESC8","Establishes Silent Chromatin"
"SGD:S000005381","YOL021C","S. cerevisiae","DIS3","homolog of S. pombe dis3 (chromosome DISjunction)"
"SGD:S000005391","YOL031C","S. cerevisiae","SIL1","Suppressor of the Ire1/Lhs1 double mutant"
"SGD:S000005394","YOL034W","S. cerevisiae","SMC5","Structural Maintenance of Chromosomes"
"SGD:S000005398","YOL038W","S. cerevisiae","PRE6","PRoteinase yscE"
"SGD:S000005399","YOL039W","S. cerevisiae","RPP2A","Ribosomal Protein P2 Alpha"
"SGD:S000005400","YOL040C","S. cerevisiae","RPS15","Ribosomal Protein of the Small subunit"
"SGD:S000005401","YOL041C","S. cerevisiae","NOP12","NucleOlar Protein"
"SGD:S000005411","YOL051W","S. cerevisiae","GAL11","GALactose metabolism"
"SGD:S000005415","YOL054W","S. cerevisiae","PSH1","Pob3/Spt16 Histone associated"
"SGD:S000005423","YOL062C","S. cerevisiae","APM4","clathrin Adaptor Protein complex Medium chain"
"SGD:S000005424","YOL063C","S. cerevisiae","CRT10","Constitutive RNR Transcription regulators"
"SGD:S000005428","YOL067C","S. cerevisiae","RTG1","ReTroGrade regulation"
"SGD:S000005429","YOL068C","S. cerevisiae","HST1","Homolog of SIR Two (SIR2)"
"SGD:S000005430","YOL069W","S. cerevisiae","NUF2","NUclear Filament-containing protein"
"SGD:S000005431","YOL070C","S. cerevisiae","NBA1","Nap1p and Bud neck Associated"
"SGD:S000005433","YOL072W","S. cerevisiae","THP1","Tho2/Hpr1 Phenotype"
"SGD:S000005436","YOL076W","S. cerevisiae","MDM20","Mitochondrial Distribution and Morphology"
"SGD:S000005437","YOL077C","S. cerevisiae","BRX1","Xenopus laevis Brix (Biogenesis of Ribosomes in Xenopus) homolog"
"SGD:S000005446","YOL086C","S. cerevisiae","ADH1","Alcohol DeHydrogenase"
"SGD:S000005447","YOL087C","S. cerevisiae","DUF1","DUB-associated Factor"
"SGD:S000005450","YOL090W","S. cerevisiae","MSH2","MutS Homolog"
"SGD:S000005454","YOL094C","S. cerevisiae","RFC4","Replication Factor C"
"SGD:S000005475","YOL115W","S. cerevisiae","PAP2","Poly(A) Polymerase"
"SGD:S000005477","YOL117W","S. cerevisiae","RRI2",""
"SGD:S000005480","YOL120C","S. cerevisiae","RPL18A","Ribosomal Protein of the Large subunit"
"SGD:S000005484","YOL124C","S. cerevisiae","TRM11","TRna Methyltransferase"
"SGD:S000005487","YOL127W","S. cerevisiae","RPL25","Ribosomal Protein of the Large subunit"
"SGD:S000005495","YOL135C","S. cerevisiae","MED7","MEDiator complex"
"SGD:S000005499","YOL139C","S. cerevisiae","CDC33","Cell Division Cycle"
"SGD:S000005502","YOL142W","S. cerevisiae","RRP40","Ribosomal RNA Processing"
"SGD:S000005504","YOL144W","S. cerevisiae","NOP8","NucleOlar Protein"
"SGD:S000005505","YOL145C","S. cerevisiae","CTR9","Cln Three (CLN3) Requiring"
"SGD:S000005506","YOL146W","S. cerevisiae","PSF3","Partner of Sld Five"
"SGD:S000005508","YOL148C","S. cerevisiae","SPT20","SuPpressor of Ty"
"SGD:S000005509","YOL149W","S. cerevisiae","DCP1","mRNA DeCaPping"
"SGD:S000005527","YOR001W","S. cerevisiae","RRP6","Ribosomal RNA Processing"
"SGD:S000005533","YOR007C","S. cerevisiae","SGT2","Small Glutamine-rich Tetratricopeptide repeat-containing protein"
"SGD:S000005540","YOR014W","S. cerevisiae","RTS1","Rox Three Suppressor"
"SGD:S000005542","YOR016C","S. cerevisiae","ERP4","Emp24p/Erv25p Related Protein"
"SGD:S000005553","YOR027W","S. cerevisiae","STI1","STress Inducible"
"SGD:S000005561","YOR035C","S. cerevisiae","SHE4","Swi5p-dependent HO Expression"
"SGD:S000005562","YOR036W","S. cerevisiae","PEP12","carboxyPEPtidase Y-deficient"
"SGD:S000005564","YOR038C","S. cerevisiae","HIR2","HIstone Regulation"
"SGD:S000005565","YOR039W","S. cerevisiae","CKB2","Casein Kinase Beta' subunit"
"SGD:S000005569","YOR043W","S. cerevisiae","WHI2","WHIskey"
"SGD:S000005574","YOR048C","S. cerevisiae","RAT1","Ribonucleic Acid Trafficking"
"SGD:S000005580","YOR054C","S. cerevisiae","VHS3","Viable in a Hal3 Sit4 background"
"SGD:S000005582","YOR056C","S. cerevisiae","NOB1","Nin1 (One) Binding protein"
"SGD:S000005584","YOR058C","S. cerevisiae","ASE1","Anaphase Spindle Elongation"
"SGD:S000005587","YOR061W","S. cerevisiae","CKA2","Casein Kinase Alpha' subunit"
"SGD:S000005589","YOR063W","S. cerevisiae","RPL3","Ribosomal Protein of the Large subunit"
"SGD:S000005595","YOR069W","S. cerevisiae","VPS5","Vacuolar Protein Sorting"
"SGD:S000005601","YOR075W","S. cerevisiae","UFE1","Unknown Function Essential"
"SGD:S000005602","YOR076C","S. cerevisiae","SKI7","SuperKIller"
"SGD:S000005604","YOR078W","S. cerevisiae","BUD21","BUD site selection"
"SGD:S000005622","YOR096W","S. cerevisiae","RPS7A","Ribosomal Protein of the Small subunit"
"SGD:S000005624","YOR098C","S. cerevisiae","NUP1","NUclear Pore"
"SGD:S000005634","YOR108W","S. cerevisiae","LEU9","LEUcine biosynthesis"
"SGD:S000005636","YOR110W","S. cerevisiae","TFC7",""
"SGD:S000005641","YOR115C","S. cerevisiae","TRS33","TRapp Subunit"
"SGD:S000005642","YOR116C","S. cerevisiae","RPO31","RNA POlymerase"
"SGD:S000005643","YOR117W","S. cerevisiae","RPT5","Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"
"SGD:S000005649","YOR123C","S. cerevisiae","LEO1","LEft Open reading frame"
"SGD:S000005650","YOR124C","S. cerevisiae","UBP2","UBiquitin-specific Protease"
"SGD:S000005658","YOR132W","S. cerevisiae","VPS17","Vacuolar Protein Sorting"
"SGD:S000005659","YOR133W","S. cerevisiae","EFT1","Elongation Factor Two"
"SGD:S000005662","YOR136W","S. cerevisiae","IDH2","Isocitrate DeHydrogenase"
"SGD:S000005664","YOR138C","S. cerevisiae","RUP1","Rsp5-Ubp2 interacting Protein"
"SGD:S000005667","YOR141C","S. cerevisiae","ARP8","Actin-Related Protein"
"SGD:S000005668","YOR142W","S. cerevisiae","LSC1","Ligase of Succinyl-CoA"
"SGD:S000005670","YOR144C","S. cerevisiae","ELG1","Enhanced Level of Genomic instability"
"SGD:S000005671","YOR145C","S. cerevisiae","PNO1","Partner of NOb1"
"SGD:S000005676","YOR150W","S. cerevisiae","MRPL23","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000005677","YOR151C","S. cerevisiae","RPB2","RNA Polymerase B"
"SGD:S000005679","YOR153W","S. cerevisiae","PDR5","Pleiotropic Drug Resistance"
"SGD:S000005680","YOR154W","S. cerevisiae","SLP1","SUN-Like Protein"
"SGD:S000005682","YOR156C","S. cerevisiae","NFI1","Neck Filament Interacting"
"SGD:S000005683","YOR157C","S. cerevisiae","PUP1","PUtative Proteasome subunit"
"SGD:S000005684","YOR158W","S. cerevisiae","PET123","PETite colonies"
"SGD:S000005685","YOR159C","S. cerevisiae","SME1","Sm protein E"
"SGD:S000005686","YOR160W","S. cerevisiae","MTR10","Mrna TRansport defective"
"SGD:S000005699","YOR173W","S. cerevisiae","DCS2","DeCapping Scavenger"
"SGD:S000005700","YOR174W","S. cerevisiae","MED4","MEDiator complex"
"SGD:S000005705","YOR179C","S. cerevisiae","SYC1","Similar to Ysh1 C-terminal"
"SGD:S000005707","YOR181W","S. cerevisiae","LAS17",""
"SGD:S000005711","YOR185C","S. cerevisiae","GSP2","Genetic Suppressor of Prp20-1"
"SGD:S000005720","YOR194C","S. cerevisiae","TOA1",""
"SGD:S000005724","YOR198C","S. cerevisiae","BFR1","BreFeldin A Resistance"
"SGD:S000005730","YOR204W","S. cerevisiae","DED1","Defines Essential Domain"
"SGD:S000005732","YOR206W","S. cerevisiae","NOC2","NucleOlar Complex associated"
"SGD:S000005733","YOR207C","S. cerevisiae","RET1","Reduced Efficiency of Termination"
"SGD:S000005736","YOR210W","S. cerevisiae","RPB10","RNA Polymerase B"
"SGD:S000005738","YOR212W","S. cerevisiae","STE4","STErile"
"SGD:S000005743","YOR217W","S. cerevisiae","RFC1","Replication Factor C"
"SGD:S000005750","YOR224C","S. cerevisiae","RPB8","RNA Polymerase B"
"SGD:S000005756","YOR230W","S. cerevisiae","WTM1","WD repeat containing Transcriptional Modulator"
"SGD:S000005760","YOR234C","S. cerevisiae","RPL33B","Ribosomal Protein of the Large subunit"
"SGD:S000005770","YOR244W","S. cerevisiae","ESA1",""
"SGD:S000005775","YOR249C","S. cerevisiae","APC5","Anaphase Promoting Complex"
"SGD:S000005776","YOR250C","S. cerevisiae","CLP1","CLeavage/Polyadenylation factor Ia subunit"
"SGD:S000005779","YOR253W","S. cerevisiae","NAT5","N-terminal AcetylTransferase"
"SGD:S000005780","YOR254C","S. cerevisiae","SEC63","SECretory"
"SGD:S000005785","YOR259C","S. cerevisiae","RPT4","Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"
"SGD:S000005786","YOR260W","S. cerevisiae","GCD1","General Control Derepressed"
"SGD:S000005787","YOR261C","S. cerevisiae","RPN8","Regulatory Particle Non-ATPase"
"SGD:S000005793","YOR267C","S. cerevisiae","HRK1","Hygromycin Resistance Kinase"
"SGD:S000005796","YOR270C","S. cerevisiae","VPH1","Vacuolar pH"
"SGD:S000005798","YOR272W","S. cerevisiae","YTM1",""
"SGD:S000005802","YOR276W","S. cerevisiae","CAF20","Cap Associated Factor"
"SGD:S000005807","YOR281C","S. cerevisiae","PLP2","Phosducin-Like Protein"
"SGD:S000005816","YOR290C","S. cerevisiae","SNF2","Sucrose NonFermenting"
"SGD:S000005820","YOR294W","S. cerevisiae","RRS1","Regulator of Ribosome Synthesis"
"SGD:S000005825","YOR299W","S. cerevisiae","BUD7","BUD site selection"
"SGD:S000005829","YOR303W","S. cerevisiae","CPA1","Carbamyl Phosphate synthetase A"
"SGD:S000005831","YOR304W","S. cerevisiae","ISW2","Imitation SWitch subfamily"
"SGD:S000005835","YOR308C","S. cerevisiae","SNU66","Small NUclear ribonucleoprotein associated"
"SGD:S000005837","YOR310C","S. cerevisiae","NOP58","NucleOlar Protein of 58 kDa"
"SGD:S000005839","YOR312C","S. cerevisiae","RPL20B","Ribosomal Protein of the Large subunit"
"SGD:S000005846","YOR319W","S. cerevisiae","HSH49","Human Sap Homolog"
"SGD:S000005850","YOR323C","S. cerevisiae","PRO2","PROline requiring"
"SGD:S000005853","YOR326W","S. cerevisiae","MYO2","MYOsin"
"SGD:S000005859","YOR332W","S. cerevisiae","VMA4","Vacuolar Membrane Atpase"
"SGD:S000005867","YOR340C","S. cerevisiae","RPA43","RNA Polymerase A"
"SGD:S000005868","YOR341W","S. cerevisiae","RPA190","RNA Polymerase A"
"SGD:S000005879","YOR352W","S. cerevisiae","TFB6",""
"SGD:S000005880","YOR353C","S. cerevisiae","SOG2",""
"SGD:S000005885","YOR358W","S. cerevisiae","HAP5","Heme Activator Protein"
"SGD:S000005888","YOR361C","S. cerevisiae","PRT1","PRoTein synthesis"
"SGD:S000005889","YOR362C","S. cerevisiae","PRE10","PRoteinase yscE"
"SGD:S000005897","YOR370C","S. cerevisiae","MRS6","Mitochondrial RNA Splicing"
"SGD:S000005902","YOR375C","S. cerevisiae","GDH1","Glutamate DeHydrogenase"
"SGD:S000005922","YPL001W","S. cerevisiae","HAT1","Histone AcetylTransferase"
"SGD:S000005923","YPL002C","S. cerevisiae","SNF8","Sucrose NonFermenting"
"SGD:S000005924","YPL003W","S. cerevisiae","ULA1","Ubiquitin-Like protein Activation"
"SGD:S000005925","YPL004C","S. cerevisiae","LSP1","Long chain bases Stimulate Phosphorylation"
"SGD:S000005928","YPL007C","S. cerevisiae","TFC8","Transcription Factor C"
"SGD:S000005931","YPL010W","S. cerevisiae","RET3","RETrieval from ER"
"SGD:S000005932","YPL011C","S. cerevisiae","TAF3","TATA binding protein-Associated Factor"
"SGD:S000005933","YPL012W","S. cerevisiae","RRP12","Ribosomal RNA Processing"
"SGD:S000005934","YPL013C","S. cerevisiae","MRPS16","Mitochondrial Ribosomal Protein, Small subunit"
"SGD:S000005937","YPL016W","S. cerevisiae","SWI1","SWItching deficient"
"SGD:S000005939","YPL018W","S. cerevisiae","CTF19","Chromosome Transmission Fidelity"
"SGD:S000005941","YPL020C","S. cerevisiae","ULP1","UbL-specific Protease"
"SGD:S000005943","YPL022W","S. cerevisiae","RAD1","RADiation sensitive"
"SGD:S000005944","YPL023C","S. cerevisiae","MET12","METhionine requiring"
"SGD:S000005952","YPL031C","S. cerevisiae","PHO85","PHOsphate metabolism"
"SGD:S000005958","YPL037C","S. cerevisiae","EGD1","Enhancer of Gal4 DNA binding"
"SGD:S000005963","YPL042C","S. cerevisiae","SSN3","Suppressor of SNf1"
"SGD:S000005964","YPL043W","S. cerevisiae","NOP4","NucleOlar Protein"
"SGD:S000005966","YPL045W","S. cerevisiae","VPS16","Vacuolar Protein Sorting"
"SGD:S000005967","YPL046C","S. cerevisiae","ELC1","ELongin C"
"SGD:S000005968","YPL047W","S. cerevisiae","SGF11","SaGa associated Factor 11kDa"
"SGD:S000005969","YPL048W","S. cerevisiae","CAM1","Calcium And Membrane-binding protein"
"SGD:S000005970","YPL049C","S. cerevisiae","DIG1","Down-regulator of Invasive Growth"
"SGD:S000005971","YPL050C","S. cerevisiae","MNN9","MaNNosyltransferase"
"SGD:S000005976","YPL055C","S. cerevisiae","LGE1","LarGE cells"
"SGD:S000005986","YPL065W","S. cerevisiae","VPS28","Vacuolar Protein Sorting"
"SGD:S000005987","YPL066W","S. cerevisiae","RGL1","Rho1 GEF Localizing"
"SGD:S000006002","YPL081W","S. cerevisiae","RPS9A","Ribosomal Protein of the Small subunit"
"SGD:S000006003","YPL082C","S. cerevisiae","MOT1","Modifier of Transcription"
"SGD:S000006006","YPL085W","S. cerevisiae","SEC16","SECretory"
"SGD:S000006007","YPL086C","S. cerevisiae","ELP3","ELongator Protein"
"SGD:S000006011","YPL090C","S. cerevisiae","RPS6A","Ribosomal Protein of the Small subunit"
"SGD:S000006014","YPL093W","S. cerevisiae","NOG1","NucleOlar G-protein"
"SGD:S000006015","YPL094C","S. cerevisiae","SEC62","SECretory"
"SGD:S000006022","YPL101W","S. cerevisiae","ELP4","ELongator Protein"
"SGD:S000006039","YPL118W","S. cerevisiae","MRP51","Mitochondrial Ribosomal Protein"
"SGD:S000006041","YPL120W","S. cerevisiae","VPS30","Vacuolar Protein Sorting"
"SGD:S000006047","YPL126W","S. cerevisiae","NAN1","Net1 Associated Nuclear protein"
"SGD:S000006049","YPL128C","S. cerevisiae","TBF1","TTAGGG repeat-Binding Factor"
"SGD:S000006050","YPL129W","S. cerevisiae","TAF14","TATA binding protein-Associated Factor"
"SGD:S000006052","YPL131W","S. cerevisiae","RPL5","Ribosomal Protein of the Large subunit"
"SGD:S000006058","YPL137C","S. cerevisiae","GIP3","Glc7 Interacting Protein"
"SGD:S000006059","YPL138C","S. cerevisiae","SPP1","Set1c, Phd finger Protein"
"SGD:S000006060","YPL139C","S. cerevisiae","UME1","Unscheduled Meiotic gene Expression"
"SGD:S000006064","YPL143W","S. cerevisiae","RPL33A","Ribosomal Protein of the Large subunit"
"SGD:S000006067","YPL146C","S. cerevisiae","NOP53","NucleOlar Protein"
"SGD:S000006072","YPL151C","S. cerevisiae","PRP46","Pre-mRNA Processing"
"SGD:S000006074","YPL153C","S. cerevisiae","RAD53","RADiation sensitive"
"SGD:S000006075","YPL154C","S. cerevisiae","PEP4","carboxyPEPtidase Y-deficient"
"SGD:S000006087","YPL166W","S. cerevisiae","ATG29","AuTophaGy related"
"SGD:S000006090","YPL169C","S. cerevisiae","MEX67","Messenger RNA EXport factor of 67 kDa"
"SGD:S000006092","YPL171C","S. cerevisiae","OYE3","Old Yellow Enzyme"
"SGD:S000006099","YPL178W","S. cerevisiae","CBC2","Cap Binding Complex"
"SGD:S000006102","YPL181W","S. cerevisiae","CTI6","Cyc8-Tup1 Interacting protein"
"SGD:S000006111","YPL190C","S. cerevisiae","NAB3","Nuclear polyAdenylated RNA-Binding"
"SGD:S000006116","YPL195W","S. cerevisiae","APL5","clathrin Adaptor Protein complex Large chain"
"SGD:S000006119","YPL198W","S. cerevisiae","RPL7B","Ribosomal Protein of the Large subunit"
"SGD:S000006124","YPL203W","S. cerevisiae","TPK2","Takashi's Protein Kinase"
"SGD:S000006125","YPL204W","S. cerevisiae","HRR25","HO and Radiation Repair"
"SGD:S000006129","YPL208W","S. cerevisiae","RKM1","Ribosomal lysine (K) Methyltransferase"
"SGD:S000006131","YPL210C","S. cerevisiae","SRP72","Signal Recognition Particle"
"SGD:S000006132","YPL211W","S. cerevisiae","NIP7","Nuclear ImPort"
"SGD:S000006134","YPL213W","S. cerevisiae","LEA1","Looks Exceptionally like U2A"
"SGD:S000006138","YPL217C","S. cerevisiae","BMS1","BMh Sensitive"
"SGD:S000006140","YPL219W","S. cerevisiae","PCL8","Pho85 CycLin"
"SGD:S000006141","YPL220W","S. cerevisiae","RPL1A","Ribosomal Protein of the Large subunit"
"SGD:S000006149","YPL228W","S. cerevisiae","CET1","Capping Enzyme Triphosphatase"
"SGD:S000006152","YPL231W","S. cerevisiae","FAS2","Fatty Acid Synthetase"
"SGD:S000006154","YPL233W","S. cerevisiae","NSL1","Nnf1 Synthetic Lethal"
"SGD:S000006156","YPL235W","S. cerevisiae","RVB2","RuVB-like"
"SGD:S000006158","YPL237W","S. cerevisiae","SUI3","SUppressor of Initiator codon"
"SGD:S000006161","YPL240C","S. cerevisiae","HSP82","Heat Shock Protein"
"SGD:S000006164","YPL243W","S. cerevisiae","SRP68","Signal Recognition Particle"
"SGD:S000006170","YPL249C","S. cerevisiae","GYP5","Gtpase-activating protein for Ypt Proteins"
"SGD:S000006175","YPL254W","S. cerevisiae","HFI1","Histone H2A Functional Interactor"
"SGD:S000006177","YPL256C","S. cerevisiae","CLN2","CycLiN"
"SGD:S000006180","YPL259C","S. cerevisiae","APM1","clathrin Adaptor Protein complex Medium chain"
"SGD:S000006187","YPL266W","S. cerevisiae","DIM1","DIMethylase"
"SGD:S000006214","YPR010C","S. cerevisiae","RPA135","RNA Polymerase A"
"SGD:S000006220","YPR016C","S. cerevisiae","TIF6","Translation Initiation Factor"
"SGD:S000006222","YPR018W","S. cerevisiae","RLF2","Rap1 protein Localization Factor"
"SGD:S000006227","YPR023C","S. cerevisiae","EAF3","Esa1p-Associated Factor"
"SGD:S000006229","YPR025C","S. cerevisiae","CCL1",""
"SGD:S000006233","YPR029C","S. cerevisiae","APL4","clathrin Adaptor Protein complex Large chain"
"SGD:S000006235","YPR031W","S. cerevisiae","NTO1","NuA Three Orf"
"SGD:S000006238","YPR034W","S. cerevisiae","ARP7","Actin-Related Protein"
"SGD:S000006239","YPR035W","S. cerevisiae","GLN1","GLutamiNe metabolism"
"SGD:S000006240","YPR036W","S. cerevisiae","VMA13","Vacuolar Membrane Atpase"
"SGD:S000006245","YPR041W","S. cerevisiae","TIF5","Translation Initiation Factor"
"SGD:S000006250","YPR046W","S. cerevisiae","MCM16","MiniChromosome Maintenance"
"SGD:S000006252","YPR048W","S. cerevisiae","TAH18","Top1T722A mutant Hypersensitive"
"SGD:S000006253","YPR049C","S. cerevisiae","ATG11","AuTophaGy related"
"SGD:S000006255","YPR051W","S. cerevisiae","MAK3","MAintenance of Killer"
"SGD:S000006256","YPR052C","S. cerevisiae","NHP6A","Non-Histone Protein"
"SGD:S000006259","YPR055W","S. cerevisiae","SEC8","SECretory"
"SGD:S000006260","YPR056W","S. cerevisiae","TFB4","Transcription Factor B subunit 4"
"SGD:S000006261","YPR057W","S. cerevisiae","BRR1","Bad Response to Refrigeration"
"SGD:S000006270","YPR066W","S. cerevisiae","UBA3","UBiquitin-like protein-Activating enzyme"
"SGD:S000006271","YPR067W","S. cerevisiae","ISA2","Iron Sulfur Assembly"
"SGD:S000006273","YPR069C","S. cerevisiae","SPE3","SPErmidine auxotroph"
"SGD:S000006274","YPR070W","S. cerevisiae","MED1","MEDiator complex"
"SGD:S000006276","YPR072W","S. cerevisiae","NOT5","Negative On TATA"
"SGD:S000006278","YPR074C","S. cerevisiae","TKL1","TransKetoLase"
"SGD:S000006284","YPR080W","S. cerevisiae","TEF1","Translation Elongation Factor"
"SGD:S000006286","YPR082C","S. cerevisiae","DIB1","S. pombe DIm1+ in Budding yeast"
"SGD:S000006292","YPR088C","S. cerevisiae","SRP54","Signal Recognition Particle 54-kD subunit"
"SGD:S000006297","YPR093C","S. cerevisiae","ASR1","Alcohol Sensitive Ring/PHD finger"
"SGD:S000006305","YPR101W","S. cerevisiae","SNT309","Synthetic lethal to prp NineTeen mutation"
"SGD:S000006306","YPR102C","S. cerevisiae","RPL11A","Ribosomal Protein of the Large subunit"
"SGD:S000006307","YPR103W","S. cerevisiae","PRE2","PRoteinase yscE"
"SGD:S000006309","YPR105C","S. cerevisiae","COG4","Conserved Oligomeric Golgi complex"
"SGD:S000006311","YPR107C","S. cerevisiae","YTH1","Yeast THirty kDa Homolog"
"SGD:S000006312","YPR108W","S. cerevisiae","RPN7","Regulatory Particle Non-ATPase"
"SGD:S000006314","YPR110C","S. cerevisiae","RPC40","RNA Polymerase C"
"SGD:S000006316","YPR112C","S. cerevisiae","MRD1","Multiple RNA-binding domain"
"SGD:S000006335","YPR131C","S. cerevisiae","NAT3","N-terminal AcetylTransferase"
"SGD:S000006337","YPR133C","S. cerevisiae","SPN1","Suppresses Postrecruitment functions gene Number 1"
"SGD:S000006341","YPR137W","S. cerevisiae","RRP9","Ribosomal RNA Processing"
"SGD:S000006344","YPR140W","S. cerevisiae","TAZ1","TAfaZzin"
"SGD:S000006348","YPR144C","S. cerevisiae","NOC4","NucleOlar Complex associated"
"SGD:S000006349","YPR145W","S. cerevisiae","ASN1","ASparagiNe requiring"
"SGD:S000006353","YPR149W","S. cerevisiae","NCE102","NonClassical Export"
