"Gene > Primary DBID","Gene > Systematic Name","Gene > Organism . Short Name","Gene > Standard Name","Gene > Name"
"SGD:S000000535","YCL030C","S. cerevisiae","HIS4","HIStidine requiring"
"SGD:S000000536","YCL031C","S. cerevisiae","RRP7","Ribosomal RNA Processing"
"SGD:S000000537","YCL032W","S. cerevisiae","STE50","STErile"
"SGD:S000000540","YCL035C","S. cerevisiae","GRX1","GlutaRedoXin"
"SGD:S000000541","YCL036W","S. cerevisiae","GFD2","Great for Full DEAD box protein activity"
"SGD:S000000543","YCL038C","S. cerevisiae","ATG22","AuTophaGy related"
"SGD:S000000544","YCL039W","S. cerevisiae","GID7","Glucose Induced Degradation deficient"
"SGD:S000000545","YCL040W","S. cerevisiae","GLK1","GLucoKinase"
"SGD:S000000548","YCL043C","S. cerevisiae","PDI1","Protein Disulfide Isomerase"
"SGD:S000000549","YCL044C","S. cerevisiae","MGR1","Mitochondrial Genome Required"
"SGD:S000000550","YCL045C","S. cerevisiae","EMC1","ER Membrane protein Complex"
"SGD:S000000552","YCL047C","S. cerevisiae","POF1","Promoter Of Filamentation"
"SGD:S000000555","YCL050C","S. cerevisiae","APA1","AP4A phosphorylase"
"SGD:S000000559","YCL054W","S. cerevisiae","SPB1","Suppressor of PaB1 mutant"
"SGD:S000000562","YCL057W","S. cerevisiae","PRD1","PRoteinase yscD"
"SGD:S000000564","YCL059C","S. cerevisiae","KRR1","contains KRR-R motif"
"SGD:S000000566","YCL061C","S. cerevisiae","MRC1","Mediator of the Replication Checkpoint"
"SGD:S000000568","YCL063W","S. cerevisiae","VAC17","VACuole related"
"SGD:S000000569","YCL064C","S. cerevisiae","CHA1","Catabolism of Hydroxy Amino acids"
"SGD:S000000573","YCL068C","S. cerevisiae","",""
"SGD:S000000574","YCL069W","S. cerevisiae","VBA3","Vacuolar Basic Amino acid transporter"
"SGD:S000000579","YCL074W","S. cerevisiae","",""
"SGD:S000000595","YCR002C","S. cerevisiae","CDC10","Cell Division Cycle"
"SGD:S000000596","YCR003W","S. cerevisiae","MRPL32","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000000598","YCR005C","S. cerevisiae","CIT2","CITrate synthase"
"SGD:S000000601","YCR008W","S. cerevisiae","SAT4",""
"SGD:S000000602","YCR009C","S. cerevisiae","RVS161","Reduced Viability on Starvation"
"SGD:S000000604","YCR011C","S. cerevisiae","ADP1","ATP-Dependent Permease"
"SGD:S000000606","YCR013C","S. cerevisiae","",""
"SGD:S000000607","YCR014C","S. cerevisiae","POL4","POLymerase"
"SGD:S000000609","YCR016W","S. cerevisiae","RBP95","rRNA-binding protein helix H95"
"SGD:S000000614","YCR020C-A","S. cerevisiae","MAK31","MAintenance of Killer"
"SGD:S000000618","YCR024C","S. cerevisiae","SLM5","Synthetic Lethal with Mss4"
"SGD:S000000621","YCR026C","S. cerevisiae","NPP1","ecto-Nucleotide Pyrophosphatase/Phosphodiesterase"
"SGD:S000000626","YCR030C","S. cerevisiae","SYP1","Suppressor of Yeast Profilin deletion"
"SGD:S000000628","YCR032W","S. cerevisiae","BPH1","Beige Protein Homolog"
"SGD:S000000629","YCR033W","S. cerevisiae","SNT1","SaNT domains"
"SGD:S000000631","YCR035C","S. cerevisiae","RRP43","Ribosomal RNA Processing"
"SGD:S000000634","YCR038C","S. cerevisiae","BUD5","BUD site selection"
"SGD:S000000638","YCR042C","S. cerevisiae","TAF2","TATA binding protein-Associated Factor"
"SGD:S000000639","YCR043C","S. cerevisiae","",""
"SGD:S000000643","YCR047C","S. cerevisiae","BUD23","BUD site selection"
"SGD:S000000644","YCR048W","S. cerevisiae","ARE1","Acyl-coenzyme A: cholesterol acyl transferase-Related Enzyme"
"SGD:S000000648","YCR052W","S. cerevisiae","RSC6","Remodel the Structure of Chromatin"
"SGD:S000000649","YCR053W","S. cerevisiae","THR4","THReonine requiring"
"SGD:S000000650","YCR054C","S. cerevisiae","CTR86","Copper TRansport protein"
"SGD:S000000654","YCR058C","S. cerevisiae","",""
"SGD:S000000655","YCR059C","S. cerevisiae","YIH1","Yeast Impact Homolog"
"SGD:S000000656","YCR060W","S. cerevisiae","TAH1","Tpr-containing protein Associated with Hsp90"
"SGD:S000000659","YCR063W","S. cerevisiae","BUD31","BUD site selection"
"SGD:S000000661","YCR065W","S. cerevisiae","HCM1","High-Copy suppressor of Calmodulin"
"SGD:S000000662","YCR066W","S. cerevisiae","RAD18","RADiation sensitive"
"SGD:S000000663","YCR067C","S. cerevisiae","SED4","Suppressor of Erd2 Deletion"
"SGD:S000000667","YCR071C","S. cerevisiae","IMG2","Integrity of Mitochondrial Genome"
"SGD:S000000668","YCR072C","S. cerevisiae","RSA4","RiboSome Assembly"
"SGD:S000000669","YCR073C","S. cerevisiae","SSK22","Suppressor of Sensor Kinase"
"SGD:S000000672","YCR076C","S. cerevisiae","FUB1","FUnction of Boundary"
"SGD:S000000673","YCR077C","S. cerevisiae","PAT1","Protein Associated with Topoisomerase II"
"SGD:S000000677","YCR081W","S. cerevisiae","SRB8","Suppressor of RNA polymerase B"
"SGD:S000000678","YCR082W","S. cerevisiae","AHC2","Ada Histone acetyltransferase complex Component"
"SGD:S000000680","YCR084C","S. cerevisiae","TUP1","dTMP-UPtake"
"SGD:S000000682","YCR086W","S. cerevisiae","CSM1","Chromosome Segregation in Meiosis"
"SGD:S000000685","YCR089W","S. cerevisiae","FIG2","Factor-Induced Gene"
"SGD:S000000686","YCR090C","S. cerevisiae","",""
"SGD:S000000688","YCR092C","S. cerevisiae","MSH3","MutS Homolog"
"SGD:S000000689","YCR093W","S. cerevisiae","CDC39","Cell Division Cycle"
"SGD:S000000691","YCR095C","S. cerevisiae","OCA4","Oxidant-induced Cell-cycle Arrest"
"SGD:S000000699","YCR102C","S. cerevisiae","",""
"SGD:S000000701","YCR104W","S. cerevisiae","PAU3","seriPAUperin family"
"SGD:S000000702","YCR105W","S. cerevisiae","ADH7","Alcohol DeHydrogenase"
"SGD:S000000718","YCR073W-A","S. cerevisiae","SOL2","Suppressor Of Los1-1"
"SGD:S000000727","YEL001C","S. cerevisiae","IRC22","Increased Recombination Centers"
"SGD:S000000728","YEL002C","S. cerevisiae","WBP1","Wheat germ agglutinin-Binding Protein"
"SGD:S000000729","YEL003W","S. cerevisiae","GIM4","Gene Involved in Microtubule biogenesis"
"SGD:S000000731","YEL005C","S. cerevisiae","VAB2","VAc8p Binding"
"SGD:S000000737","YEL011W","S. cerevisiae","GLC3","GLyCogen"
"SGD:S000000738","YEL012W","S. cerevisiae","UBC8","UBiquitin-Conjugating"
"SGD:S000000739","YEL013W","S. cerevisiae","VAC8","VACuole related"
"SGD:S000000740","YEL014C","S. cerevisiae","",""
"SGD:S000000741","YEL015W","S. cerevisiae","EDC3","Enhancer of mRNA DeCapping"
"SGD:S000000742","YEL016C","S. cerevisiae","NPP2","ecto-Nucleotide Pyrophosphatase/Phosphodiesterase"
"SGD:S000000743","YEL017W","S. cerevisiae","GTT3","GlutaThione Transferase"
"SGD:S000000744","YEL018W","S. cerevisiae","EAF5","Esa1p-Associated Factor"
"SGD:S000000745","YEL019C","S. cerevisiae","MMS21","Methyl MethaneSulfonate sensitivity"
"SGD:S000000747","YEL021W","S. cerevisiae","URA3","URAcil requiring"
"SGD:S000000748","YEL022W","S. cerevisiae","GEA2","Guanine nucleotide Exchange on ARF"
"SGD:S000000749","YEL023C","S. cerevisiae","",""
"SGD:S000000750","YEL024W","S. cerevisiae","RIP1","Rieske Iron-sulfur Protein"
"SGD:S000000751","YEL025C","S. cerevisiae","",""
"SGD:S000000752","YEL026W","S. cerevisiae","SNU13","Small NUclear ribonucleoprotein associated"
"SGD:S000000756","YEL030W","S. cerevisiae","ECM10","ExtraCellular Mutant"
"SGD:S000000757","YEL031W","S. cerevisiae","SPF1","Sensitivity to Pichia Farinosa killer toxin"
"SGD:S000000758","YEL032W","S. cerevisiae","MCM3","MiniChromosome Maintenance"
"SGD:S000000760","YEL034W","S. cerevisiae","HYP2","HYPusine-containing protein"
"SGD:S000000762","YEL036C","S. cerevisiae","ANP1","ANP and osmotic sensitive"
"SGD:S000000763","YEL037C","S. cerevisiae","RAD23","RADiation sensitive"
"SGD:S000000765","YEL039C","S. cerevisiae","CYC7","CYtochrome C"
"SGD:S000000766","YEL040W","S. cerevisiae","UTR2","Unidentified TRanscript"
"SGD:S000000767","YEL041W","S. cerevisiae","YEF1",""
"SGD:S000000768","YEL042W","S. cerevisiae","GDA1","Guanosine DiphosphatAse"
"SGD:S000000769","YEL043W","S. cerevisiae","GTA1","Golgi vesicle Trafficking Associated"
"SGD:S000000770","YEL044W","S. cerevisiae","IES6","Ino Eighty Subunit"
"SGD:S000000772","YEL046C","S. cerevisiae","GLY1","GLYcine requiring"
"SGD:S000000773","YEL047C","S. cerevisiae","FRD1","Fumarate ReDuctase"
"SGD:S000000774","YEL048C","S. cerevisiae","TCA17","TRAPP Complex Associated protein"
"SGD:S000000776","YEL050C","S. cerevisiae","RML2","Ribosomal Mitochondrial Large"
"SGD:S000000777","YEL051W","S. cerevisiae","VMA8","Vacuolar Membrane Atpase"
"SGD:S000000778","YEL052W","S. cerevisiae","AFG1","ATPase Family Gene"
"SGD:S000000779","YEL053C","S. cerevisiae","MAK10","MAintenance of Killer"
"SGD:S000000780","YEL054C","S. cerevisiae","RPL12A","Ribosomal Protein of the Large subunit"
"SGD:S000000781","YEL055C","S. cerevisiae","POL5","POLymerase"
"SGD:S000000782","YEL056W","S. cerevisiae","HAT2","Histone AcetylTransferase"
"SGD:S000000783","YEL057C","S. cerevisiae","SDD1","Suppressor of Degenerative Death"
"SGD:S000000784","YEL058W","S. cerevisiae","PCM1","PhosphoaCetylglucosamine Mutase"
"SGD:S000000786","YEL060C","S. cerevisiae","PRB1","PRoteinase B"
"SGD:S000000787","YEL061C","S. cerevisiae","CIN8","Chromosome INstability"
"SGD:S000000788","YEL062W","S. cerevisiae","NPR2","Nitrogen Permease Regulator"
"SGD:S000000795","YEL069C","S. cerevisiae","HXT13","HeXose Transporter"
"SGD:S000000796","YEL070W","S. cerevisiae","DSF1","Deletion Suppressor of mptFive/pufFive mutation"
"SGD:S000000797","YEL071W","S. cerevisiae","DLD3","D-Lactate Dehydrogenase"
"SGD:S000000803","YER001W","S. cerevisiae","MNN1","MaNNosyltransferase"
"SGD:S000000804","YER002W","S. cerevisiae","NOP16","NucleOlar Protein"
"SGD:S000000805","YER003C","S. cerevisiae","PMI40","PhosphoMannose Isomerase"
"SGD:S000000806","YER004W","S. cerevisiae","FMP52","Found in Mitochondrial Proteome"
"SGD:S000000807","YER005W","S. cerevisiae","YND1","Yeast Nucleoside Diphosphatase"
"SGD:S000000808","YER006W","S. cerevisiae","NUG1","NUclear GTPase"
"SGD:S000000809","YER007W","S. cerevisiae","PAC2","Perish in the Absence of Cin8p"
"SGD:S000000810","YER008C","S. cerevisiae","SEC3","SECretory"
"SGD:S000000814","YER012W","S. cerevisiae","PRE1","PRoteinase yscE"
"SGD:S000000815","YER013W","S. cerevisiae","PRP22","Pre-mRNA Processing"
"SGD:S000000817","YER015W","S. cerevisiae","FAA2","Fatty Acid Activation"
"SGD:S000000818","YER016W","S. cerevisiae","BIM1","BInding to Microtubules"
"SGD:S000000819","YER017C","S. cerevisiae","AFG3","ATPase Family Gene"
"SGD:S000000820","YER018C","S. cerevisiae","SPC25","Spindle Pole Component"
"SGD:S000000822","YER020W","S. cerevisiae","GPA2","G Protein Alpha subunit"
"SGD:S000000823","YER021W","S. cerevisiae","RPN3","Regulatory Particle Non-ATPase"
"SGD:S000000824","YER022W","S. cerevisiae","SRB4","Suppressor of RNA polymerase B"
"SGD:S000000825","YER023W","S. cerevisiae","PRO3","PROline requiring"
"SGD:S000000827","YER025W","S. cerevisiae","GCD11","General Control Derepressed"
"SGD:S000000829","YER027C","S. cerevisiae","GAL83","GALactose metabolism"
"SGD:S000000831","YER029C","S. cerevisiae","SMB1","SmB/B' homolog"
"SGD:S000000832","YER030W","S. cerevisiae","CHZ1","Chaperone for Htz1/H2A-H2B dimer"
"SGD:S000000833","YER031C","S. cerevisiae","YPT31","Yeast Protein Two"
"SGD:S000000834","YER032W","S. cerevisiae","FIR1","Factor Interacting with REF2"
"SGD:S000000835","YER033C","S. cerevisiae","ZRG8","Zinc Regulated Gene"
"SGD:S000000837","YER035W","S. cerevisiae","EDC2","Enhancer of mRNA DeCapping"
"SGD:S000000838","YER036C","S. cerevisiae","ARB1","ATP-binding cassette protein involved in Ribosome Biogenesis"
"SGD:S000000839","YER037W","S. cerevisiae","PHM8","PHosphate Metabolism"
"SGD:S000000842","YER040W","S. cerevisiae","GLN3","GLutamiNe metabolism"
"SGD:S000000843","YER041W","S. cerevisiae","YEN1",""
"SGD:S000000845","YER043C","S. cerevisiae","SAH1","S-Adenosyl-l-Homocysteine hydrolase"
"SGD:S000000849","YER047C","S. cerevisiae","SAP1","Sin1 Associated Protein"
"SGD:S000000850","YER048C","S. cerevisiae","CAJ1",""
"SGD:S000000851","YER049W","S. cerevisiae","TPA1","Termination and PolyAdenylation"
"SGD:S000000852","YER050C","S. cerevisiae","RSM18","Ribosomal Small subunit of Mitochondria"
"SGD:S000000854","YER052C","S. cerevisiae","HOM3","HOMoserine requiring"
"SGD:S000000855","YER053C","S. cerevisiae","PIC2","PI Carrier"
"SGD:S000000856","YER054C","S. cerevisiae","GIP2","Glc7-Interacting Protein"
"SGD:S000000857","YER055C","S. cerevisiae","HIS1","HIStidine"
"SGD:S000000861","YER059W","S. cerevisiae","PCL6","Pho85 CycLin"
"SGD:S000000862","YER060W","S. cerevisiae","FCY21","FluoroCYtosine resistance"
"SGD:S000000863","YER061C","S. cerevisiae","CEM1","Condensing Enzyme with Mitochondrial function"
"SGD:S000000864","YER062C","S. cerevisiae","GPP2","Glycerol-3-Phosphate Phosphatase"
"SGD:S000000865","YER063W","S. cerevisiae","THO1","suppressor of the Transcriptional defect of Hpr1 by Overexpression"
"SGD:S000000866","YER064C","S. cerevisiae","VHR2","VHt1 Regulator"
"SGD:S000000867","YER065C","S. cerevisiae","ICL1","IsoCitrate Lyase"
"SGD:S000000869","YER067W","S. cerevisiae","RGI1","Respiratory Growth Induced"
"SGD:S000000870","YER068W","S. cerevisiae","MOT2","Modulator Of Transcription"
"SGD:S000000871","YER069W","S. cerevisiae","ARG56","ARGinine requiring"
"SGD:S000000872","YER070W","S. cerevisiae","RNR1","RiboNucleotide Reductase"
"SGD:S000000873","YER071C","S. cerevisiae","TDA2","Topoisomerase I Damage Affected"
"SGD:S000000875","YER073W","S. cerevisiae","ALD5","ALdehyde Dehydrogenase"
"SGD:S000000877","YER075C","S. cerevisiae","PTP3","Protein Tyrosine Phosphatase"
"SGD:S000000878","YER076C","S. cerevisiae","",""
"SGD:S000000880","YER078C","S. cerevisiae","ICP55","Intermediate Cleaving Peptidase"
"SGD:S000000883","YER081W","S. cerevisiae","SER3","SERine requiring"
"SGD:S000000884","YER082C","S. cerevisiae","UTP7","U Three Protein"
"SGD:S000000885","YER083C","S. cerevisiae","GET2","Guided Entry of Tail-anchored proteins"
"SGD:S000000888","YER086W","S. cerevisiae","ILV1","IsoLeucine-plus-Valine requiring"
"SGD:S000000889","YER087W","S. cerevisiae","AIM10","Altered Inheritance rate of Mitochondria"
"SGD:S000000890","YER088C","S. cerevisiae","DOT6","Disruptor Of Telomeric silencing"
"SGD:S000000891","YER089C","S. cerevisiae","PTC2","Phosphatase Two C"
"SGD:S000000892","YER090W","S. cerevisiae","TRP2","TRyPtophan"
"SGD:S000000893","YER091C","S. cerevisiae","MET6","METhionine requiring"
"SGD:S000000894","YER092W","S. cerevisiae","IES5","Ino Eighty Subunit"
"SGD:S000000896","YER094C","S. cerevisiae","PUP3","PUtative Proteasome subunit"
"SGD:S000000897","YER095W","S. cerevisiae","RAD51","RADiation sensitive"
"SGD:S000000899","YER097W","S. cerevisiae","",""
"SGD:S000000900","YER098W","S. cerevisiae","UBP9","UBiquitin-specific Protease"
"SGD:S000000901","YER099C","S. cerevisiae","PRS2","PhosphoRibosylpyrophosphate Synthetase"
"SGD:S000000906","YER104W","S. cerevisiae","RTT105","Regulator of Ty1 Transposition"
"SGD:S000000907","YER105C","S. cerevisiae","NUP157","NUclear Pore"
"SGD:S000000909","YER107C","S. cerevisiae","GLE2","GLFG LEthal"
"SGD:S000000911","YER109C","S. cerevisiae","FLO8","FLOcculation"
"SGD:S000000912","YER110C","S. cerevisiae","KAP123","KAryoPherin"
"SGD:S000000913","YER111C","S. cerevisiae","SWI4","SWItching deficient"
"SGD:S000000914","YER112W","S. cerevisiae","LSM4","Like SM"
"SGD:S000000917","YER115C","S. cerevisiae","SPR6","SPorulation Regulated"
"SGD:S000000918","YER116C","S. cerevisiae","SLX8","Synthetic Lethal of unknown (X) function"
"SGD:S000000922","YER120W","S. cerevisiae","SCS2","Suppressor of Choline Sensitivity"
"SGD:S000000924","YER122C","S. cerevisiae","GLO3","GLyOxalase"
"SGD:S000000926","YER124C","S. cerevisiae","DSE1","Daughter Specific Expression"
"SGD:S000000927","YER125W","S. cerevisiae","RSP5","Reverses Spt- Phenotype"
"SGD:S000000928","YER126C","S. cerevisiae","NSA2","Nop Seven Associated"
"SGD:S000000929","YER127W","S. cerevisiae","LCP5","Lethal with Conditional Pap1"
"SGD:S000000931","YER129W","S. cerevisiae","SAK1","Snf1 Activating Kinase"
"SGD:S000000933","YER131W","S. cerevisiae","RPS26B","Ribosomal Protein of the Small subunit"
"SGD:S000000934","YER132C","S. cerevisiae","PMD1","Paralog of MDS3"
"SGD:S000000935","YER133W","S. cerevisiae","GLC7","GLyCogen"
"SGD:S000000938","YER136W","S. cerevisiae","GDI1","GDP Dissociation Inhibitor"
"SGD:S000000941","YER139C","S. cerevisiae","RTR1","Regulator of TRanscription"
"SGD:S000000944","YER142C","S. cerevisiae","MAG1","3-MethylAdenine DNA Glycosylase"
"SGD:S000000945","YER143W","S. cerevisiae","DDI1","DNA Damage Inducible"
"SGD:S000000946","YER144C","S. cerevisiae","UBP5","UBiquitin-specific Protease"
"SGD:S000000947","YER145C","S. cerevisiae","FTR1","Fe TRansporter"
"SGD:S000000948","YER146W","S. cerevisiae","LSM5","Like SM"
"SGD:S000000949","YER147C","S. cerevisiae","SCC4","Sister Chromatid Cohesion"
"SGD:S000000950","YER148W","S. cerevisiae","SPT15","SuPpressor of Ty insertions"
"SGD:S000000951","YER149C","S. cerevisiae","PEA2","PEAnut shmoo mutant"
"SGD:S000000953","YER151C","S. cerevisiae","UBP3","UBiquitin-specific Protease"
"SGD:S000000954","YER152C","S. cerevisiae","",""
"SGD:S000000955","YER153C","S. cerevisiae","PET122","PETite colonies"
"SGD:S000000957","YER155C","S. cerevisiae","BEM2","Bud EMergence"
"SGD:S000000958","YER156C","S. cerevisiae","MYG1",""
"SGD:S000000959","YER157W","S. cerevisiae","COG3","Conserved Oligomeric Golgi complex"
"SGD:S000000960","YER158C","S. cerevisiae","",""
"SGD:S000000961","YER159C","S. cerevisiae","BUR6","Bypass UAS Requirement"
"SGD:S000000963","YER161C","S. cerevisiae","SPT2","SuPpressor of Ty's"
"SGD:S000000964","YER162C","S. cerevisiae","RAD4","RADiation sensitive"
"SGD:S000000966","YER164W","S. cerevisiae","CHD1","Chromatin organization modifier, Helicase, and DNA-binding domains"
"SGD:S000000968","YER166W","S. cerevisiae","DNF1","Drs2 Neo1 Family"
"SGD:S000000969","YER167W","S. cerevisiae","BCK2","Bypass of C Kinase"
"SGD:S000000970","YER168C","S. cerevisiae","CCA1","tRNA CCA-pyrophosphorylase"
"SGD:S000000971","YER169W","S. cerevisiae","RPH1","Regulator of PHR1"
"SGD:S000000973","YER171W","S. cerevisiae","RAD3","RADiation sensitive"
"SGD:S000000974","YER172C","S. cerevisiae","BRR2","Bad Response to Refrigeration"
"SGD:S000000976","YER174C","S. cerevisiae","GRX4","GlutaRedoXin"
"SGD:S000000979","YER177W","S. cerevisiae","BMH1","Brain Modulosignalin Homolog"
"SGD:S000000980","YER178W","S. cerevisiae","PDA1","Pyruvate Dehydrogenase Alpha"
"SGD:S000000981","YER179W","S. cerevisiae","DMC1","Disrupted Meiotic cDNA"
"SGD:S000000986","YER184C","S. cerevisiae","TOG1","Transcriptional regulator of Oleate utilization Genes"
"SGD:S000000994","YHL002W","S. cerevisiae","HSE1","Has Symptoms of class E mutants; resembles Hbp, Stam and East"
"SGD:S000000996","YHL004W","S. cerevisiae","MRP4","Mitochondrial Ribosomal Protein"
"SGD:S000000999","YHL007C","S. cerevisiae","STE20","STErile"
"SGD:S000001000","YHL008C","S. cerevisiae","",""
"SGD:S000001001","YHL009C","S. cerevisiae","YAP3","Yeast AP-1"
"SGD:S000001005","YHL013C","S. cerevisiae","OTU2","member of the Ovarian TUmor family"
"SGD:S000001006","YHL014C","S. cerevisiae","YLF2",""
"SGD:S000001008","YHL016C","S. cerevisiae","DUR3","Degradation of URea"
"SGD:S000001011","YHL019C","S. cerevisiae","APM2","clathrin Adaptor Protein complex Medium chain"
"SGD:S000001014","YHL022C","S. cerevisiae","SPO11","SPOrulation"
"SGD:S000001015","YHL023C","S. cerevisiae","NPR3","Nitrogen Permease Regulator"
"SGD:S000001016","YHL024W","S. cerevisiae","RIM4","Regulator of IME2"
"SGD:S000001017","YHL025W","S. cerevisiae","SNF6","Sucrose NonFermenting"
"SGD:S000001021","YHL029C","S. cerevisiae","OCA5","Oxidant-induced Cell-cycle Arrest"
"SGD:S000001022","YHL030W","S. cerevisiae","ECM29","ExtraCellular Mutant"
"SGD:S000001024","YHL032C","S. cerevisiae","GUT1","Glycerol UTilization"
"SGD:S000001026","YHL034C","S. cerevisiae","SBP1",""
"SGD:S000001027","YHL035C","S. cerevisiae","VMR1","Vacuolar Multidrug Resistance"
"SGD:S000001030","YHL038C","S. cerevisiae","CBP2","Cytochrome B mRNA Processing"
"SGD:S000001031","YHL039W","S. cerevisiae","EFM1","Elongation Factor Methyltransferase"
"SGD:S000001043","YHR001W","S. cerevisiae","OSH7","OxySterol binding protein Homolog"
"SGD:S000001046","YHR004C","S. cerevisiae","NEM1","Nuclear Envelope Morphology"
"SGD:S000001049","YHR007C","S. cerevisiae","ERG11","ERGosterol biosynthesis"
"SGD:S000001050","YHR008C","S. cerevisiae","SOD2","SuperOxide Dismutase"
"SGD:S000001051","YHR009C","S. cerevisiae","TDA3","Topoisomerase I Damage Affected"
"SGD:S000001053","YHR011W","S. cerevisiae","DIA4","Digs Into Agar"
"SGD:S000001054","YHR012W","S. cerevisiae","VPS29","Vacuolar Protein Sorting"
"SGD:S000001055","YHR013C","S. cerevisiae","ARD1","ARrest Defective"
