"Gene > Primary DBID","Gene > Systematic Name","Gene > Organism . Short Name","Gene > Standard Name","Gene > Name"
"SGD:S000000403","YBR199W","S. cerevisiae","KTR4","Kre Two Related"
"SGD:S000000404","YBR200W","S. cerevisiae","BEM1","Bud EMergence"
"SGD:S000000405","YBR201W","S. cerevisiae","DER1","Degradation in the Endoplasmic Reticulum"
"SGD:S000000406","YBR202W","S. cerevisiae","MCM7","MiniChromosome Maintenance"
"SGD:S000000407","YBR203W","S. cerevisiae","COS111","Ciclopirox Olamine Sensitive"
"SGD:S000000408","YBR204C","S. cerevisiae","LDH1","Lipid Droplet Hydrolase"
"SGD:S000000409","YBR205W","S. cerevisiae","KTR3","Kre Two Related"
"SGD:S000000411","YBR207W","S. cerevisiae","FTH1","FTR1 Homolog"
"SGD:S000000412","YBR208C","S. cerevisiae","DUR12","Degradation of URea"
"SGD:S000000413","YBR209W","S. cerevisiae","",""
"SGD:S000000415","YBR211C","S. cerevisiae","AME1","Associated with Microtubules and Essential"
"SGD:S000000416","YBR212W","S. cerevisiae","NGR1","Negative Growth Regulatory protein"
"SGD:S000000417","YBR213W","S. cerevisiae","MET8","METhionine requiring"
"SGD:S000000418","YBR214W","S. cerevisiae","SDS24","homolog of S. pombe SDS23"
"SGD:S000000419","YBR215W","S. cerevisiae","HPC2","Histone Periodic Control"
"SGD:S000000420","YBR216C","S. cerevisiae","YBP1","Yap1-Binding Protein"
"SGD:S000000421","YBR217W","S. cerevisiae","ATG12","AuTophaGy related"
"SGD:S000000422","YBR218C","S. cerevisiae","PYC2","PYruvate Carboxylase"
"SGD:S000000424","YBR220C","S. cerevisiae","",""
"SGD:S000000425","YBR221C","S. cerevisiae","PDB1","Pyruvate Dehydrogenase Beta subunit"
"SGD:S000000426","YBR222C","S. cerevisiae","PCS60","Peroxisomal CoA-dependent Synthetase"
"SGD:S000000427","YBR223C","S. cerevisiae","TDP1","Tyrosyl-DNA Phosphodiesterase"
"SGD:S000000429","YBR225W","S. cerevisiae","",""
"SGD:S000000430","YBR226C","S. cerevisiae","",""
"SGD:S000000431","YBR227C","S. cerevisiae","MCX1","Mitochondrial ClpX"
"SGD:S000000432","YBR228W","S. cerevisiae","SLX1","Synthetic Lethal of unknown (X) function"
"SGD:S000000433","YBR229C","S. cerevisiae","ROT2","Reversal Of Tor2 lethality"
"SGD:S000000434","YBR230C","S. cerevisiae","OM14","Outer Membrane Protein of 14 kDa"
"SGD:S000000435","YBR231C","S. cerevisiae","SWC5","SWr Complex"
"SGD:S000000437","YBR233W","S. cerevisiae","PBP2","Pbp1p Binding Protein"
"SGD:S000000438","YBR234C","S. cerevisiae","ARC40","ARp2/3 Complex subunit"
"SGD:S000000439","YBR235W","S. cerevisiae","VHC1","Vacuolar protein Homologous to CCC family"
"SGD:S000000440","YBR236C","S. cerevisiae","ABD1",""
"SGD:S000000441","YBR237W","S. cerevisiae","PRP5","Pre-mRNA Processing"
"SGD:S000000442","YBR238C","S. cerevisiae","",""
"SGD:S000000443","YBR239C","S. cerevisiae","ERT1","Ethanol Regulated Transcription factor"
"SGD:S000000444","YBR240C","S. cerevisiae","THI2","THIamine metabolism"
"SGD:S000000445","YBR241C","S. cerevisiae","VVS1","Vacuolar protein Vital for Stress response"
"SGD:S000000446","YBR242W","S. cerevisiae","",""
"SGD:S000000447","YBR243C","S. cerevisiae","ALG7","Asparagine-Linked Glycosylation"
"SGD:S000000448","YBR244W","S. cerevisiae","GPX2","Glutathione PeroXidase"
"SGD:S000000449","YBR245C","S. cerevisiae","ISW1","Imitation SWitch subfamily"
"SGD:S000000450","YBR246W","S. cerevisiae","RRT2","Regulator of rDNA Transcription"
"SGD:S000000451","YBR247C","S. cerevisiae","ENP1","Essential Nuclear Protein"
"SGD:S000000452","YBR248C","S. cerevisiae","HIS7","HIStidine requiring"
"SGD:S000000453","YBR249C","S. cerevisiae","ARO4","AROmatic amino acid requiring"
"SGD:S000000454","YBR250W","S. cerevisiae","SPO23","SPOrulation"
"SGD:S000000455","YBR251W","S. cerevisiae","MRPS5","Mitochondrial Ribosomal Protein, Small subunit"
"SGD:S000000456","YBR252W","S. cerevisiae","DUT1","DUTp pyrophosphatase"
"SGD:S000000457","YBR253W","S. cerevisiae","SRB6","Suppressor of RNA polymerase B"
"SGD:S000000458","YBR254C","S. cerevisiae","TRS20","TRapp Subunit"
"SGD:S000000459","YBR255W","S. cerevisiae","MTC4","Maintenance of Telomere Capping"
"SGD:S000000461","YBR257W","S. cerevisiae","POP4","Processing Of Precursor RNAs"
"SGD:S000000462","YBR258C","S. cerevisiae","SHG1","Set1c, Hypothetical G"
"SGD:S000000464","YBR260C","S. cerevisiae","RGD1","Related GAP Domain"
"SGD:S000000465","YBR261C","S. cerevisiae","TAE1","Translation Associated Element"
"SGD:S000000466","YBR262C","S. cerevisiae","MIC12","MItochondrial contact site and Cristae organizing system"
"SGD:S000000467","YBR263W","S. cerevisiae","SHM1","Serine HydroxyMethyltransferase"
"SGD:S000000468","YBR264C","S. cerevisiae","YPT10","Yeast Protein Two"
"SGD:S000000469","YBR265W","S. cerevisiae","TSC10","Temperature-sensitive Suppressors of Csg2 mutants"
"SGD:S000000470","YBR266C","S. cerevisiae","SLM6","Synthetic Lethal with Mss4"
"SGD:S000000471","YBR267W","S. cerevisiae","REI1","REquired for Isotropic bud growth"
"SGD:S000000473","YBR269C","S. cerevisiae","SDH8","Succinate DeHydrogenase"
"SGD:S000000474","YBR270C","S. cerevisiae","BIT2","Binding partner of Tor2p"
"SGD:S000000475","YBR271W","S. cerevisiae","EFM2","Elongation Factor Methyltransferase"
"SGD:S000000476","YBR272C","S. cerevisiae","HSM3","enHanced Spontaneous Mutability"
"SGD:S000000477","YBR273C","S. cerevisiae","UBX7","UBiquitin regulatory X"
"SGD:S000000478","YBR274W","S. cerevisiae","CHK1","CHeckpoint Kinase"
"SGD:S000000479","YBR275C","S. cerevisiae","RIF1","RAP1-Interacting Factor"
"SGD:S000000480","YBR276C","S. cerevisiae","PPS1","Protein Phosphatase S phase"
"SGD:S000000481","YBR277C","S. cerevisiae","",""
"SGD:S000000482","YBR278W","S. cerevisiae","DPB3","DNA Polymerase B (II) subunit"
"SGD:S000000483","YBR279W","S. cerevisiae","PAF1","RNA Polymerase II Associated Factor"
"SGD:S000000484","YBR280C","S. cerevisiae","SAF1","SCF Associated Factor"
"SGD:S000000485","YBR281C","S. cerevisiae","DUG2","Deficient in Utilization of Glutathione"
"SGD:S000000486","YBR282W","S. cerevisiae","MRPL27","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000000487","YBR283C","S. cerevisiae","SSH1","Sec Sixty-one Homolog"
"SGD:S000000488","YBR284W","S. cerevisiae","",""
"SGD:S000000489","YBR285W","S. cerevisiae","HAB1","Highly enriched in Autophagic Bodies"
"SGD:S000000490","YBR286W","S. cerevisiae","APE3","AminoPEptidase"
"SGD:S000000491","YBR287W","S. cerevisiae","",""
"SGD:S000000492","YBR288C","S. cerevisiae","APM3","clathrin Adaptor Protein complex Medium chain"
"SGD:S000000493","YBR289W","S. cerevisiae","SNF5","Sucrose NonFermenting"
"SGD:S000000494","YBR290W","S. cerevisiae","BSD2","Bypass Sod1p Defects"
"SGD:S000000495","YBR291C","S. cerevisiae","CTP1","Citrate Transport Protein"
"SGD:S000000497","YBR293W","S. cerevisiae","VBA2","Vacuolar Basic Amino acid transporter"
"SGD:S000000499","YBR295W","S. cerevisiae","PCA1","P-type Cation-transporting ATPase"
"SGD:S000000500","YBR296C","S. cerevisiae","PHO89","PHOsphate metabolism"
"SGD:S000000502","YBR298C","S. cerevisiae","MAL31","MALtose fermentation"
"SGD:S000000503","YBR299W","S. cerevisiae","MAL32","MALtose"
"SGD:S000000504","YBR300C","S. cerevisiae","",""
"SGD:S000000505","YBR301W","S. cerevisiae","PAU24","seriPAUperin family"
"SGD:S000000506","YBR302C","S. cerevisiae","COS2","COnserved Sequence"
"SGD:S000000511","YCL005W","S. cerevisiae","LDB16","Low Dye Binding"
"SGD:S000000513","YCL007C","S. cerevisiae","",""
"SGD:S000000514","YCL008C","S. cerevisiae","STP22","STerile Pseudoreversion"
"SGD:S000000515","YCL009C","S. cerevisiae","ILV6","IsoLeucine Valine"
"SGD:S000000516","YCL010C","S. cerevisiae","SGF29","SaGa associated Factor"
"SGD:S000000517","YCL011C","S. cerevisiae","GBP2","G-strand Binding Protein"
"SGD:S000000520","YCL014W","S. cerevisiae","BUD3","BUD site selection"
"SGD:S000000521","YCL016C","S. cerevisiae","DCC1","Defective in sister Chromatid Cohesion"
"SGD:S000000522","YCL017C","S. cerevisiae","NFS1","NiFS-like"
"SGD:S000000525","YCL020W","S. cerevisiae","",""
"SGD:S000000527","YCL022C","S. cerevisiae","",""
"SGD:S000000528","YCL023C","S. cerevisiae","",""
"SGD:S000000529","YCL024W","S. cerevisiae","KCC4",""
"SGD:S000000530","YCL025C","S. cerevisiae","AGP1","high-Affinity Glutamine Permease"
"SGD:S000000532","YCL027W","S. cerevisiae","FUS1","cell FUSion"
"SGD:S000000533","YCL028W","S. cerevisiae","RNQ1","Rich in asparagine (N) and glutamine (Q)"
"SGD:S000000534","YCL029C","S. cerevisiae","BIK1","BIlateral Karyogamy defect"
"SGD:S000000535","YCL030C","S. cerevisiae","HIS4","HIStidine requiring"
"SGD:S000000536","YCL031C","S. cerevisiae","RRP7","Ribosomal RNA Processing"
"SGD:S000000537","YCL032W","S. cerevisiae","STE50","STErile"
"SGD:S000000538","YCL033C","S. cerevisiae","MXR2","peptide Methionine sulfoXide Reductase"
"SGD:S000000539","YCL034W","S. cerevisiae","LSB5","Las Seventeen Binding protein"
"SGD:S000000540","YCL035C","S. cerevisiae","GRX1","GlutaRedoXin"
"SGD:S000000541","YCL036W","S. cerevisiae","GFD2","Great for Full DEAD box protein activity"
"SGD:S000000542","YCL037C","S. cerevisiae","SRO9","Suppressor of rho3"
"SGD:S000000543","YCL038C","S. cerevisiae","ATG22","AuTophaGy related"
"SGD:S000000544","YCL039W","S. cerevisiae","GID7","Glucose Induced Degradation deficient"
"SGD:S000000545","YCL040W","S. cerevisiae","GLK1","GLucoKinase"
"SGD:S000000547","YCL042W","S. cerevisiae","",""
"SGD:S000000548","YCL043C","S. cerevisiae","PDI1","Protein Disulfide Isomerase"
"SGD:S000000549","YCL044C","S. cerevisiae","MGR1","Mitochondrial Genome Required"
"SGD:S000000550","YCL045C","S. cerevisiae","EMC1","ER Membrane protein Complex"
"SGD:S000000551","YCL046W","S. cerevisiae","",""
"SGD:S000000554","YCL049C","S. cerevisiae","",""
"SGD:S000000555","YCL050C","S. cerevisiae","APA1","AP4A phosphorylase"
"SGD:S000000556","YCL051W","S. cerevisiae","LRE1","Laminarase REsistance"
"SGD:S000000557","YCL052C","S. cerevisiae","PBN1","Protease B Non-derepressible"
"SGD:S000000559","YCL054W","S. cerevisiae","SPB1","Suppressor of PaB1 mutant"
"SGD:S000000560","YCL055W","S. cerevisiae","KAR4","KARyogamy"
"SGD:S000000561","YCL056C","S. cerevisiae","PEX34","PEroXin"
"SGD:S000000562","YCL057W","S. cerevisiae","PRD1","PRoteinase yscD"
"SGD:S000000563","YCL058C","S. cerevisiae","FYV5","Function required for Yeast Viability"
"SGD:S000000564","YCL059C","S. cerevisiae","KRR1","contains KRR-R motif"
"SGD:S000000566","YCL061C","S. cerevisiae","MRC1","Mediator of the Replication Checkpoint"
"SGD:S000000568","YCL063W","S. cerevisiae","VAC17","VACuole related"
"SGD:S000000570","YCL065W","S. cerevisiae","",""
"SGD:S000000571","YCL066W","S. cerevisiae","HMLALPHA1","HoMothallism Left"
"SGD:S000000574","YCL069W","S. cerevisiae","VBA3","Vacuolar Basic Amino acid transporter"
"SGD:S000000575","YCL073C","S. cerevisiae","GEX1","Glutathione EXchanger"
"SGD:S000000581","YCL076W","S. cerevisiae","",""
"SGD:S000000589","YCL026C-A","S. cerevisiae","FRM2","Fatty acid Repression Mutant"
"SGD:S000000594","YCR001W","S. cerevisiae","",""
"SGD:S000000595","YCR002C","S. cerevisiae","CDC10","Cell Division Cycle"
"SGD:S000000596","YCR003W","S. cerevisiae","MRPL32","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000000597","YCR004C","S. cerevisiae","YCP4",""
"SGD:S000000598","YCR005C","S. cerevisiae","CIT2","CITrate synthase"
"SGD:S000000600","YCR007C","S. cerevisiae","DFP3","DUP240 Family Protein"
"SGD:S000000601","YCR008W","S. cerevisiae","SAT4",""
"SGD:S000000602","YCR009C","S. cerevisiae","RVS161","Reduced Viability on Starvation"
"SGD:S000000603","YCR010C","S. cerevisiae","ADY2","Accumulation of DYads"
"SGD:S000000604","YCR011C","S. cerevisiae","ADP1","ATP-Dependent Permease"
"SGD:S000000605","YCR012W","S. cerevisiae","PGK1","3-PhosphoGlycerate Kinase"
"SGD:S000000607","YCR014C","S. cerevisiae","POL4","POLymerase"
"SGD:S000000608","YCR015C","S. cerevisiae","CTO1","Cold TOlerance"
"SGD:S000000609","YCR016W","S. cerevisiae","RBP95","rRNA-binding protein helix H95"
"SGD:S000000614","YCR020C-A","S. cerevisiae","MAK31","MAintenance of Killer"
"SGD:S000000615","YCR021C","S. cerevisiae","HSP30","Heat Shock Protein"
"SGD:S000000616","YCR022C","S. cerevisiae","",""
"SGD:S000000617","YCR023C","S. cerevisiae","",""
"SGD:S000000618","YCR024C","S. cerevisiae","SLM5","Synthetic Lethal with Mss4"
"SGD:S000000619","YCR024C-A","S. cerevisiae","PMP1","Plasma Membrane Proteolipid"
"SGD:S000000622","YCR027C","S. cerevisiae","RHB1","RHeB homolog"
"SGD:S000000623","YCR028C","S. cerevisiae","FEN2","FENpropimorph resistance"
"SGD:S000000626","YCR030C","S. cerevisiae","SYP1","Suppressor of Yeast Profilin deletion"
"SGD:S000000629","YCR033W","S. cerevisiae","SNT1","SaNT domains"
"SGD:S000000630","YCR034W","S. cerevisiae","ELO2","fatty acid ELOngation"
"SGD:S000000631","YCR035C","S. cerevisiae","RRP43","Ribosomal RNA Processing"
"SGD:S000000632","YCR036W","S. cerevisiae","RBK1","RiBoKinase"
"SGD:S000000633","YCR037C","S. cerevisiae","PHO87","PHOsphate metabolism"
"SGD:S000000634","YCR038C","S. cerevisiae","BUD5","BUD site selection"
"SGD:S000000637","YCR041W","S. cerevisiae","",""
"SGD:S000000638","YCR042C","S. cerevisiae","TAF2","TATA binding protein-Associated Factor"
"SGD:S000000640","YCR044C","S. cerevisiae","PER1","protein Processing in the ER"
"SGD:S000000641","YCR045C","S. cerevisiae","RRT12","Regulator of rDNA Transcription"
"SGD:S000000642","YCR046C","S. cerevisiae","IMG1","Integrity of Mitochondrial Genome"
"SGD:S000000643","YCR047C","S. cerevisiae","BUD23","BUD site selection"
"SGD:S000000644","YCR048W","S. cerevisiae","ARE1","Acyl-coenzyme A: cholesterol acyl transferase-Related Enzyme"
"SGD:S000000646","YCR050C","S. cerevisiae","",""
"SGD:S000000648","YCR052W","S. cerevisiae","RSC6","Remodel the Structure of Chromatin"
"SGD:S000000649","YCR053W","S. cerevisiae","THR4","THReonine requiring"
"SGD:S000000650","YCR054C","S. cerevisiae","CTR86","Copper TRansport protein"
"SGD:S000000653","YCR057C","S. cerevisiae","PWP2","Periodic tryptophan (W) Protein"
"SGD:S000000655","YCR059C","S. cerevisiae","YIH1","Yeast Impact Homolog"
"SGD:S000000656","YCR060W","S. cerevisiae","TAH1","Tpr-containing protein Associated with Hsp90"
"SGD:S000000657","YCR061W","S. cerevisiae","TVS1","Transmembrane protein Vital for Stress response"
"SGD:S000000659","YCR063W","S. cerevisiae","BUD31","BUD site selection"
"SGD:S000000661","YCR065W","S. cerevisiae","HCM1","High-Copy suppressor of Calmodulin"
"SGD:S000000662","YCR066W","S. cerevisiae","RAD18","RADiation sensitive"
"SGD:S000000663","YCR067C","S. cerevisiae","SED4","Suppressor of Erd2 Deletion"
"SGD:S000000664","YCR068W","S. cerevisiae","ATG15","AuTophaGy related"
"SGD:S000000667","YCR071C","S. cerevisiae","IMG2","Integrity of Mitochondrial Genome"
"SGD:S000000668","YCR072C","S. cerevisiae","RSA4","RiboSome Assembly"
"SGD:S000000669","YCR073C","S. cerevisiae","SSK22","Suppressor of Sensor Kinase"
"SGD:S000000671","YCR075C","S. cerevisiae","ERS1","ERd Suppressor"
"SGD:S000000672","YCR076C","S. cerevisiae","FUB1","FUnction of Boundary"
"SGD:S000000673","YCR077C","S. cerevisiae","PAT1","Protein Associated with Topoisomerase II"
"SGD:S000000677","YCR081W","S. cerevisiae","SRB8","Suppressor of RNA polymerase B"
"SGD:S000000678","YCR082W","S. cerevisiae","AHC2","Ada Histone acetyltransferase complex Component"
"SGD:S000000680","YCR084C","S. cerevisiae","TUP1","dTMP-UPtake"
"SGD:S000000682","YCR086W","S. cerevisiae","CSM1","Chromosome Segregation in Meiosis"
"SGD:S000000683","YCR087W","S. cerevisiae","",""
"SGD:S000000684","YCR088W","S. cerevisiae","ABP1","Actin Binding Protein"
"SGD:S000000687","YCR091W","S. cerevisiae","KIN82","protein KINase"
"SGD:S000000688","YCR092C","S. cerevisiae","MSH3","MutS Homolog"
"SGD:S000000689","YCR093W","S. cerevisiae","CDC39","Cell Division Cycle"
"SGD:S000000690","YCR094W","S. cerevisiae","CDC50","Cell Division Cycle"
"SGD:S000000691","YCR095C","S. cerevisiae","OCA4","Oxidant-induced Cell-cycle Arrest"
"SGD:S000000692","YCR096C","S. cerevisiae","HMRA2","HoMothallism Right"
"SGD:S000000694","YCR097W","S. cerevisiae","HMRA1","HoMothallism Right"
"SGD:S000000695","YCR098C","S. cerevisiae","GIT1","GlycerophosphoInosiTol"
"SGD:S000000696","YCR099C","S. cerevisiae","",""
"SGD:S000000697","YCR100C","S. cerevisiae","EMA35","Efficient Mitochondria targeting-Associated protein"
"SGD:S000000698","YCR101C","S. cerevisiae","",""
"SGD:S000000703","YCR106W","S. cerevisiae","RDS1","Regulator of Drug Sensitivity"
"SGD:S000000704","YCR107W","S. cerevisiae","AAD3","Aryl-Alcohol Dehydrogenase"
"SGD:S000000728","YEL002C","S. cerevisiae","WBP1","Wheat germ agglutinin-Binding Protein"
"SGD:S000000729","YEL003W","S. cerevisiae","GIM4","Gene Involved in Microtubule biogenesis"
"SGD:S000000730","YEL004W","S. cerevisiae","YEA4",""
"SGD:S000000731","YEL005C","S. cerevisiae","VAB2","VAc8p Binding"
"SGD:S000000732","YEL006W","S. cerevisiae","YEA6",""
"SGD:S000000734","YEL008W","S. cerevisiae","",""
"SGD:S000000735","YEL009C","S. cerevisiae","GCN4","General Control Nonderepressible"
"SGD:S000000737","YEL011W","S. cerevisiae","GLC3","GLyCogen"
"SGD:S000000738","YEL012W","S. cerevisiae","UBC8","UBiquitin-Conjugating"
"SGD:S000000739","YEL013W","S. cerevisiae","VAC8","VACuole related"
"SGD:S000000741","YEL015W","S. cerevisiae","EDC3","Enhancer of mRNA DeCapping"
"SGD:S000000742","YEL016C","S. cerevisiae","NPP2","ecto-Nucleotide Pyrophosphatase/Phosphodiesterase"
"SGD:S000000743","YEL017W","S. cerevisiae","GTT3","GlutaThione Transferase"
"SGD:S000000744","YEL018W","S. cerevisiae","EAF5","Esa1p-Associated Factor"
"SGD:S000000745","YEL019C","S. cerevisiae","MMS21","Methyl MethaneSulfonate sensitivity"
"SGD:S000000746","YEL020C","S. cerevisiae","PXP1","PeroXisomal Protein"
"SGD:S000000747","YEL021W","S. cerevisiae","URA3","URAcil requiring"
"SGD:S000000748","YEL022W","S. cerevisiae","GEA2","Guanine nucleotide Exchange on ARF"
"SGD:S000000749","YEL023C","S. cerevisiae","",""
"SGD:S000000750","YEL024W","S. cerevisiae","RIP1","Rieske Iron-sulfur Protein"
"SGD:S000000752","YEL026W","S. cerevisiae","SNU13","Small NUclear ribonucleoprotein associated"
"SGD:S000000753","YEL027W","S. cerevisiae","VMA3","Vacuolar Membrane Atpase"
"SGD:S000000756","YEL030W","S. cerevisiae","ECM10","ExtraCellular Mutant"
"SGD:S000000757","YEL031W","S. cerevisiae","SPF1","Sensitivity to Pichia Farinosa killer toxin"
"SGD:S000000758","YEL032W","S. cerevisiae","MCM3","MiniChromosome Maintenance"
"SGD:S000000760","YEL034W","S. cerevisiae","HYP2","HYPusine-containing protein"
"SGD:S000000762","YEL036C","S. cerevisiae","ANP1","ANP and osmotic sensitive"
"SGD:S000000763","YEL037C","S. cerevisiae","RAD23","RADiation sensitive"
"SGD:S000000764","YEL038W","S. cerevisiae","UTR4","Unidentified TRanscript"
"SGD:S000000765","YEL039C","S. cerevisiae","CYC7","CYtochrome C"
"SGD:S000000767","YEL041W","S. cerevisiae","YEF1",""
"SGD:S000000768","YEL042W","S. cerevisiae","GDA1","Guanosine DiphosphatAse"
"SGD:S000000769","YEL043W","S. cerevisiae","GTA1","Golgi vesicle Trafficking Associated"
"SGD:S000000772","YEL046C","S. cerevisiae","GLY1","GLYcine requiring"
"SGD:S000000773","YEL047C","S. cerevisiae","FRD1","Fumarate ReDuctase"
"SGD:S000000774","YEL048C","S. cerevisiae","TCA17","TRAPP Complex Associated protein"
"SGD:S000000775","YEL049W","S. cerevisiae","PAU2","seriPAUperin family"
"SGD:S000000776","YEL050C","S. cerevisiae","RML2","Ribosomal Mitochondrial Large"
"SGD:S000000777","YEL051W","S. cerevisiae","VMA8","Vacuolar Membrane Atpase"
"SGD:S000000779","YEL053C","S. cerevisiae","MAK10","MAintenance of Killer"
"SGD:S000000781","YEL055C","S. cerevisiae","POL5","POLymerase"
"SGD:S000000782","YEL056W","S. cerevisiae","HAT2","Histone AcetylTransferase"
"SGD:S000000783","YEL057C","S. cerevisiae","SDD1","Suppressor of Degenerative Death"
"SGD:S000000784","YEL058W","S. cerevisiae","PCM1","PhosphoaCetylglucosamine Mutase"
"SGD:S000000785","YEL059W","S. cerevisiae","HHY1","Hypersensitivity to HYgromycin B"
"SGD:S000000786","YEL060C","S. cerevisiae","PRB1","PRoteinase B"
"SGD:S000000787","YEL061C","S. cerevisiae","CIN8","Chromosome INstability"
"SGD:S000000788","YEL062W","S. cerevisiae","NPR2","Nitrogen Permease Regulator"
"SGD:S000000789","YEL063C","S. cerevisiae","CAN1","CANavanine resistance"
"SGD:S000000790","YEL064C","S. cerevisiae","AVT2","Amino acid Vacuolar Transport"
"SGD:S000000791","YEL065W","S. cerevisiae","SIT1","Siderophore Iron Transport"
"SGD:S000000792","YEL066W","S. cerevisiae","HPA3","Histone and other Protein Acetyltransferase"
"SGD:S000000794","YEL068C","S. cerevisiae","",""
"SGD:S000000795","YEL069C","S. cerevisiae","HXT13","HeXose Transporter"
"SGD:S000000796","YEL070W","S. cerevisiae","DSF1","Deletion Suppressor of mptFive/pufFive mutation"
